sample_id,probability
1,0.05400816723704338
2,0.00014682191249448806
7,0.999927282333374
10,0.9999969005584717
11,1.0
13,0.9999998807907104
20,6.342776032397524e-05
21,8.130225614877418e-05
22,0.9961569905281067
27,0.00024255155585706234
28,8.510910265613347e-05
35,0.9999997615814209
36,0.9999849796295166
38,0.00010745606414275244
40,0.9999806880950928
42,0.9991336464881897
46,0.9999996423721313
53,0.0002057530073216185
60,0.8691889643669128
72,0.0013574549229815602
74,0.00015395604714285582
78,0.8778060674667358
89,0.022598473355174065
97,0.2238006889820099
105,0.9998014569282532
128,0.0002432576729916036
129,0.0004562676476780325
140,0.06290563941001892
145,0.014787407591938972
147,0.009992491453886032
148,0.9926992058753967
153,0.9999995231628418
158,0.9999997615814209
162,1.0
163,0.9999580383300781
165,1.0
171,0.9999991655349731
186,0.0015169300604611635
204,0.0027488400228321552
207,0.0003216140321455896
213,0.02172417752444744
215,0.00012107213115086779
226,0.9991530179977417
236,0.9999998807907104
237,0.9998990297317505
243,0.014883077703416348
244,0.0024628981482237577
250,8.170674118446186e-05
261,0.007317016366869211
269,1.0
271,0.9999866485595703
273,1.0
275,1.0
277,1.0
281,0.003897437360137701
282,0.0006586039671674371
284,0.00019641213293652982
294,0.0015396374510601163
306,0.9692578911781311
310,0.9999997615814209
311,0.9999926090240479
313,1.0
316,0.999950647354126
317,0.9999616146087646
329,0.001293288660235703
338,0.00014713416749145836
340,0.25050100684165955
343,0.9736456871032715
352,0.9999977350234985
359,1.0
361,1.0
363,0.9999998807907104
365,0.9999953508377075
369,1.0
370,0.9999017715454102
372,0.9999990463256836
374,0.12884356081485748
377,0.9999895095825195
390,0.9991099238395691
392,0.999372661113739
394,0.9999994039535522
398,1.0
399,1.0
400,1.0
403,1.0
405,1.0
406,1.0
407,1.0
409,1.0
424,0.00014441963867284358
427,0.746056854724884
431,0.999994158744812
440,0.7578703165054321
441,0.9999949932098389
444,0.4340793192386627
448,0.03707326948642731
454,0.9999579191207886
456,0.9990221261978149
458,1.0
460,0.9999994039535522
464,0.9997370839118958
475,0.9999347925186157
481,0.2752447724342346
482,0.6684380769729614
514,0.03736060485243797
515,0.0005991025827825069
519,0.016948461532592773
520,0.9999871253967285
521,0.9999746084213257
522,0.9999949932098389
526,0.9998607635498047
529,0.9979561567306519
541,0.17906180024147034
542,0.8504254221916199
545,0.0005310268024913967
546,0.7625313997268677
552,0.0006717626238241792
556,0.00011891761823790148
560,0.00013527121336665004
571,0.00016793223039712757
572,0.00011428289872128516
575,0.0003333343775011599
581,0.00015632674330845475
583,0.00021310526062734425
588,0.005570102017372847
590,0.00014100027328822762
591,0.00011588784400373697
593,0.0006084454944357276
597,0.0001731755182845518
609,0.00027115384000353515
610,0.9977520108222961
614,0.9997953772544861
619,0.04278140142560005
628,0.0001510132715338841
629,0.00021396976080723107
630,0.00026982827694155276
631,0.24662098288536072
632,0.00018427977920509875
634,0.00017580558778718114
649,0.0001539623481221497
651,0.0002196298009948805
661,5.6665201555006206e-05
685,0.468771755695343
686,0.0003067796351388097
689,0.009430443868041039
692,9.165493247564882e-05
697,0.00023910438176244497
702,0.0007405991782434285
703,0.00017184742318931967
704,9.789578325580806e-05
707,0.003206889843568206
714,9.333086927654222e-05
715,0.00012336399231571704
726,0.9999366998672485
735,1.0
738,0.9999963045120239
749,1.0
750,0.9999998807907104
754,1.0
762,0.08740463107824326
767,0.7025492191314697
772,0.00027145931380800903
778,0.8331324458122253
780,0.04734483361244202
781,0.02977803908288479
788,0.9998095631599426
791,0.004141182638704777
792,0.9999833106994629
795,0.9993993043899536
806,0.00014045358693692833
813,0.00046544530778191984
819,0.03422300145030022
821,0.8529224395751953
824,0.29029229283332825
826,0.9984623193740845
836,4.041681677335873e-05
840,5.816527482238598e-05
845,9.310348832514137e-05
849,0.0028997394256293774
850,0.9928470253944397
855,0.4685985743999481
867,0.9999818801879883
874,4.8662765038898215e-05
875,0.024214785546064377
882,0.0011549564078450203
884,0.0016529541462659836
885,0.000514099549036473
886,4.064009044668637e-05
891,0.48457100987434387
892,1.0
900,0.9995699524879456
902,0.9953054189682007
905,0.9999746084213257
906,1.0
913,0.9998558759689331
916,0.008374661207199097
917,0.9968708157539368
920,0.9886937737464905
933,0.0055248611606657505
934,0.9181354641914368
935,0.0024179283063858747
936,0.0033933722879737616
938,0.0029007282573729753
939,0.0005565390456467867
955,0.15077488124370575
961,4.7976158384699374e-05
962,0.00039374205516651273
963,5.3298041166272014e-05
968,0.4067940413951874
974,0.00025136000476777554
983,0.04948978126049042
986,5.108524419483729e-05
987,0.0008636107086203992
988,0.0032924190163612366
1000,1.4849650142423343e-05
1004,1.0
1007,0.9999934434890747
1008,0.9999992847442627
1011,1.0
1013,1.0
1014,1.0
1019,0.00014687064685858786
1026,0.0001660085399635136
1031,0.0032778361346572638
1035,0.9981811046600342
1037,2.043372114712838e-05
1040,0.22084800899028778
1043,0.0005227233632467687
1048,0.00011042906407965347
1050,0.00011947775055887178
1058,0.38412514328956604
1067,0.00012351182522252202
1072,0.971855640411377
1080,0.9993568062782288
1091,0.9983882904052734
1098,0.999983549118042
1100,0.9998769760131836
1107,0.04989553615450859
1124,2.651890281413216e-05
1125,5.658938243868761e-05
1131,0.7690868973731995
1132,0.9980249404907227
1133,0.999776303768158
1136,0.9999605417251587
1165,0.9999998807907104
1171,1.0
1177,0.9999992847442627
1179,0.9991000890731812
1182,1.0
1190,0.9997110962867737
1198,0.9900602102279663
1206,0.27557289600372314
1208,0.9997292160987854
1229,0.9981409311294556
1232,1.0
1239,0.9941494464874268
1240,0.9999833106994629
1241,0.9999996423721313
1245,0.9992831349372864
1246,0.9999983310699463
1247,0.9990328550338745
1249,0.9999065399169922
1262,0.9999995231628418
1265,0.9908372163772583
1266,0.9999945163726807
1269,0.9999926090240479
1273,0.9999575614929199
1274,0.9849867224693298
1280,0.97038334608078
1283,0.1766090840101242
1284,0.000825925380922854
1285,0.13423193991184235
1286,0.6182034015655518
1290,0.3452087342739105
1301,0.9999600648880005
1304,0.9999983310699463
1307,0.9999454021453857
1316,0.9924343824386597
1326,0.9999688863754272
1327,0.9999991655349731
1333,0.9999642372131348
1341,0.9966465830802917
1343,0.014229165390133858
1347,0.9956480860710144
1355,0.9859440326690674
1364,0.42866337299346924
1367,2.093855982820969e-05
1368,0.00010754218965303153
1376,0.9999998807907104
1380,1.0
1382,1.0
1386,0.9999996423721313
1387,1.0
1389,0.9999998807907104
1390,1.0
1394,0.9999997615814209
1403,0.003711006371304393
1404,0.000309533323161304
1408,0.9957746863365173
1418,0.29244765639305115
1422,0.9999864101409912
1428,0.29956215620040894
1431,0.8902758359909058
1435,0.01052787434309721
1439,0.010962761007249355
1440,0.050620872527360916
1441,0.07361774891614914
1442,0.0017178006237372756
1449,0.0017471734900027514
1453,0.0010718338890001178
1458,0.08189701288938522
1459,0.9904289245605469
1462,0.00015113875269889832
1463,0.24812361598014832
1466,3.259351433371194e-05
1475,0.998017430305481
1486,0.992671012878418
1494,0.9999953508377075
1508,0.9978887438774109
1517,0.9997243285179138
1518,0.9992026686668396
1521,0.9999998807907104
1523,0.9999985694885254
1524,1.0
1525,0.9999186992645264
1537,0.001573825255036354
1546,0.16681109368801117
1547,0.3247718811035156
1549,0.997246503829956
1560,0.005582799669355154
1567,0.00023140714620240033
1576,0.9997212290763855
1577,0.022809598594903946
1579,0.999617338180542
1584,0.0024603025522083044
1591,0.000330595881678164
1596,0.0016873640706762671
1601,0.99870765209198
1607,0.9843267798423767
1613,0.9999980926513672
1622,0.9993818998336792
1624,0.0006763963610865176
1637,0.9999954700469971
1638,0.9990191459655762
1640,0.9999825954437256
1641,0.9999985694885254
1651,1.0
1653,0.9956167936325073
1655,0.01063331589102745
1660,7.667583849979565e-05
1667,0.10322560369968414
1674,0.9993126392364502
1681,4.3582069338299334e-05
1689,7.611198088852689e-05
1690,4.717616684501991e-05
1692,0.00017729606770444661
1704,0.9998809099197388
1708,0.9999992847442627
1709,1.0
1711,0.9999997615814209
1712,0.999994158744812
1713,0.9999986886978149
1716,1.0
1725,0.0001488098205300048
1727,0.00016958061314653605
1735,0.003940274007618427
1742,3.604510857257992e-05
1749,0.9999767541885376
1750,0.9999997615814209
1762,0.9997071623802185
1763,0.9998227953910828
1764,0.9974673986434937
1766,0.2064916044473648
1771,0.9968685507774353
1778,0.6976146101951599
1785,0.0015823579160496593
1796,0.020340150222182274
1797,0.00014597234257962555
1798,0.0005318950861692429
1799,3.709419252118096e-05
1804,6.808623584220186e-05
1809,0.001005598809570074
1814,5.1029543101321906e-05
1826,0.9694793224334717
1836,0.9999996423721313
1845,1.0
1855,0.999998927116394
1861,1.0
1868,0.008115180768072605
1875,0.00011250498209847137
1884,0.5655300617218018
1885,1.796855212887749e-05
1900,0.9999849796295166
1913,0.9992902278900146
1914,0.8202701807022095
1925,5.407225762610324e-05
1927,0.968828558921814
1929,0.9991080164909363
1933,1.0
1938,1.0
1939,0.9999995231628418
1947,0.9999995231628418
1949,0.9999094009399414
1950,0.9999986886978149
1953,0.9999864101409912
1960,0.9999995231628418
1974,0.9991618394851685
1977,0.15493808686733246
1980,0.8958109021186829
1985,0.00045871283509768546
1989,2.5902781999320723e-05
1991,6.509846571134403e-05
1993,8.585659816162661e-05
2003,2.154454887204338e-05
2009,0.9998674392700195
2010,0.20578619837760925
2012,0.9987887740135193
2013,0.9945663213729858
2014,0.9994988441467285
2023,0.999997615814209
2030,0.9997105002403259
2032,0.999993085861206
2033,0.34035617113113403
2037,0.9992623925209045
2040,0.99997878074646
2043,0.9998356103897095
2044,0.9999576807022095
2046,0.7120593786239624
2050,0.9999790191650391
2051,0.9998942613601685
2054,0.9999998807907104
2058,0.9999972581863403
2064,0.9999982118606567
2066,0.9999961853027344
2071,0.9999949932098389
2074,0.9898453950881958
2076,0.9999979734420776
2084,0.953300416469574
2085,0.9999995231628418
2089,1.0
2090,0.9999996423721313
2096,0.9950218200683594
2097,1.0
2102,0.00031394613324664533
2106,0.9696187376976013
2108,0.001177950412966311
2109,0.013930194079875946
2113,0.0003040318551938981
2120,0.9999992847442627
2129,1.0
2130,0.9999994039535522
2134,0.7848506569862366
2137,0.9999979734420776
2139,0.002037745201960206
2147,3.503310654195957e-05
2148,0.0014140468556433916
2159,0.9999922513961792
2162,0.999944806098938
