sample_id,probability
3,0.8490280508995056
4,0.8984540104866028
5,0.43393958375478786
9,0.9005856116612753
16,0.03432243038933317
34,0.8150569399197897
54,0.8458484212557474
55,0.5257565254966418
64,0.7285413146018982
66,0.08432276962169756
77,0.9730214277903239
94,0.9434205492337545
98,0.9662350416183472
114,0.18636800965759903
116,0.39413215033710003
117,0.4264044041434924
119,0.304080771903197
125,0.038444768812462136
126,0.0944827254328023
127,0.07545861178853859
130,0.042331035054909684
133,0.047960018467155884
137,0.025261168861940558
143,0.09954798793736093
146,0.11367732907334964
154,0.9787077705065409
160,0.9570602973302206
161,0.9742103020350138
164,0.9252626101175944
189,0.9569430152575175
190,0.9736096660296122
197,0.2510031899291789
200,0.3455816109975179
201,0.19290033231178919
202,0.038300193390265726
206,0.048245239459599056
223,0.7408533891042074
224,0.6928102572758993
225,0.8997519810994467
232,0.5815486336747805
235,0.7455408374468485
241,0.22123518772423267
242,0.1871005625774463
249,0.19138143227125207
253,0.19180931026736894
255,0.23994404822587967
260,0.5990577787160873
262,0.08878291421569884
280,0.18065243447199464
285,0.0396986369323713
301,0.08500243723392487
302,0.03483882081937395
320,0.10358727913262555
327,0.1564555912530826
335,0.9666233658790588
337,0.16206621347616115
341,0.11630843283728609
345,0.043708037189337766
357,0.9743085106213888
362,0.9452945391337076
364,0.8691646258036295
375,0.5731546580791473
379,0.9785894155502319
384,0.9757581750551859
385,0.9470641414324442
388,0.8859871625900269
391,0.9771416385968527
395,0.9699881275494894
404,0.9796502987543741
412,0.8765687942504883
417,0.9589237173398336
419,0.9484795928001404
455,0.7417923708756765
466,0.9295910795529684
467,0.9136117696762085
470,0.9670714537302653
474,0.9657377998034159
477,0.9708720048268636
488,0.7385882337888082
492,0.9624814788500468
499,0.9382401903470358
502,0.9329679807027181
504,0.9598186810811361
510,0.7805268168449402
512,0.09588804996261995
513,0.25989870975414914
523,0.862983763217926
524,0.7383358478546143
525,0.9116215308507284
536,0.6697583794593811
537,0.526208907365799
539,0.8880475958188375
559,0.02286670411316057
562,0.21149280543128648
563,0.04493825194792104
569,0.030200384404452052
574,0.1077007878193399
580,0.02748405654612422
595,0.03486464715145606
600,0.02371384769503493
603,0.028701881781065215
606,0.02968109439825639
608,0.02901064878096804
616,0.6822385589281718
623,0.48545712729295093
635,0.03255357352706293
638,0.08885243498904553
645,0.031833590272678215
646,0.04571273619421845
659,0.010672295308230181
663,0.014133767030822733
666,0.05373813804423359
667,0.02368082924067494
671,0.09664856479503214
673,0.07796580779055755
675,0.09801947618204092
688,0.04998451715800911
698,0.04433651268482208
699,0.03986469810600587
709,0.07285142759792507
713,0.5463698332508405
716,0.03997146990150213
717,0.02887182995133723
722,0.046441099839285016
723,0.024903517643300194
728,0.24970461428165436
732,0.825659453868866
740,0.913306454817454
753,0.9673274556795756
760,0.036163962595139765
766,0.03617739242811998
768,0.5273974587519964
769,0.03894025946889693
770,0.02395352469708693
774,0.0403463956899941
775,0.0731593540792043
784,0.019465416483096003
793,0.8513100147247314
797,0.7781069080034891
804,0.02627710565244949
814,0.03939709070982644
815,0.024565102345922202
822,0.20164337630073229
823,0.23031254609425864
825,0.5993692378203074
827,0.3302894774824381
830,0.03646716211612026
832,0.018351047023315914
846,0.13844476545151943
851,0.405959976837039
853,0.2112167365849018
854,0.4557653044660886
860,0.3834165334701538
863,0.7827625075976054
870,0.29729083516819327
872,0.3661566178003947
876,0.04867218807339668
878,0.6361923441290855
894,0.8971404035886129
895,0.9174549579620361
899,0.9628418286641439
901,0.9221089084943136
914,0.6198573559522629
918,0.0631149261413763
919,0.7654158274332682
922,0.1073504826053977
924,0.3001614287495613
928,0.46441104014714557
943,0.0422533194926776
946,0.042820356946322136
950,0.04716664518491598
951,0.03700650153526416
953,0.08749529795022681
954,0.03195117811772737
956,0.0316419610317098
959,0.06602555533087677
966,0.10252071948101123
971,0.02887586567339895
975,0.10606881362794714
980,0.08271687834834059
984,0.085716351599937
989,0.01925871217871607
991,0.1958167621244987
992,0.061002507068527244
995,0.14818901444474855
1012,0.9526832699775696
1015,0.9342503945032755
1016,0.07517887622816488
1021,0.05592259155431142
1028,0.06051509571261704
1045,0.05058037880614089
1059,0.42975912739833194
1060,0.16675320019324621
1062,0.10575520945712924
1063,0.1869122099985058
1065,0.7401047746340433
1066,0.1682333139081796
1069,0.39148957033952075
1076,0.93853759765625
1077,0.8634922504425049
1081,0.4456457744042079
1082,0.16268891096115112
1118,0.1036650357527833
1120,0.06247899836550156
1122,0.05073884812494119
1139,0.836406429608663
1141,0.3204033710062504
