sample_id,probability
1,0.17011941969394684
2,0.13877862691879272
7,0.9939976930618286
10,0.9144191741943359
11,0.9928547739982605
13,0.9657410383224487
20,0.06601151823997498
21,0.04307057335972786
22,0.9138673543930054
27,0.08415655791759491
28,0.07229805737733841
35,0.9993157386779785
36,0.9990208148956299
38,0.7415592074394226
40,0.9985119700431824
42,0.7970415949821472
46,0.9997170567512512
53,0.05240464583039284
60,0.7082141637802124
72,0.31140729784965515
74,0.6626853942871094
78,0.9298624396324158
89,0.45914050936698914
97,0.7781258821487427
105,0.9214892387390137
128,0.11978890746831894
129,0.05972998961806297
140,0.0922865942120552
145,0.39960286021232605
147,0.528155505657196
148,0.5742430090904236
153,0.9779173135757446
158,0.9949095845222473
162,0.99647057056427
163,0.9888338446617126
165,0.9995620846748352
171,0.9923200011253357
186,0.1508294641971588
204,0.4890771210193634
207,0.15381288528442383
213,0.11199050396680832
215,0.036001428961753845
226,0.6732252240180969
236,0.9981533885002136
237,0.9709502458572388
243,0.9732757210731506
244,0.6157934665679932
250,0.3502194285392761
261,0.6043097972869873
269,0.9999585151672363
271,0.99885094165802
273,0.9999117851257324
275,0.9999713897705078
277,0.9995754361152649
281,0.24439077079296112
282,0.17270903289318085
284,0.18505185842514038
294,0.178041473031044
306,0.914257287979126
310,0.9830907583236694
311,0.9682949185371399
313,0.9996302127838135
316,0.9627785682678223
317,0.9930862188339233
329,0.251565158367157
338,0.2504575550556183
340,0.5738034248352051
343,0.6271706223487854
352,0.9925087094306946
359,0.9996628761291504
361,0.9985798597335815
363,0.999963641166687
365,0.9929486513137817
369,0.9428882598876953
370,0.9536478519439697
372,0.9386260509490967
374,0.4497133493423462
377,0.9890807867050171
390,0.9897494912147522
392,0.9496059417724609
394,0.9963802695274353
398,0.9994875192642212
399,0.9994169473648071
400,0.9995766282081604
403,0.9975414276123047
405,0.9998984336853027
406,0.9995230436325073
407,0.9996370077133179
409,0.9970019459724426
424,0.07089952379465103
427,0.4330674707889557
431,0.983205258846283
440,0.713035523891449
441,0.9739238619804382
444,0.8446269035339355
448,0.5006434321403503
454,0.8345694541931152
456,0.9149789810180664
458,0.9999483823776245
460,0.999642014503479
464,0.9753099679946899
475,0.9959776997566223
481,0.9599072933197021
482,0.9681450724601746
514,0.09176775068044662
515,0.07408914715051651
519,0.1310688853263855
520,0.9565215706825256
521,0.7559314966201782
522,0.8826393485069275
526,0.7889840602874756
529,0.8499542474746704
541,0.38366320729255676
542,0.5340583920478821
545,0.49453747272491455
546,0.45947277545928955
552,0.0722966268658638
556,0.054233841598033905
560,0.07280779629945755
571,0.056721411645412445
572,0.07822389155626297
575,0.08717218786478043
581,0.13880598545074463
583,0.06370992958545685
588,0.06210092827677727
590,0.03825056552886963
591,0.04324827343225479
593,0.07794451713562012
597,0.07916547358036041
609,0.05728166922926903
610,0.9472923278808594
614,0.8649663329124451
619,0.6667702198028564
628,0.08934341371059418
629,0.14559753239154816
630,0.09314263612031937
631,0.3519277572631836
632,0.14181062579154968
634,0.09539393335580826
649,0.11216575652360916
651,0.027230285108089447
661,0.10281044244766235
685,0.25948214530944824
686,0.05276148021221161
689,0.12452174723148346
692,0.045165371149778366
697,0.06688085943460464
702,0.17584015429019928
703,0.04821010306477547
704,0.16368529200553894
707,0.1864548772573471
714,0.11103401333093643
715,0.10098901391029358
726,0.93057781457901
735,0.9797321557998657
738,0.9230562448501587
749,0.9295225143432617
750,0.9084047079086304
754,0.9880254864692688
762,0.08653940260410309
767,0.20915812253952026
772,0.053245268762111664
778,0.15871897339820862
780,0.07099900394678116
781,0.14045770466327667
788,0.8535681962966919
791,0.5296837091445923
792,0.9973764419555664
795,0.9981057643890381
806,0.050941042602062225
813,0.0956152081489563
819,0.42595499753952026
821,0.3470587432384491
824,0.4829520285129547
826,0.9467211365699768
836,0.17931272089481354
840,0.0746721401810646
845,0.1672457456588745
849,0.19393549859523773
850,0.47951382398605347
855,0.4366922974586487
867,0.8579618334770203
874,0.10760383307933807
875,0.2833993434906006
882,0.3025544285774231
884,0.19905149936676025
885,0.07044874876737595
886,0.12750525772571564
891,0.3521387279033661
892,0.9977926015853882
900,0.9543446898460388
902,0.9639803171157837
905,0.9472270607948303
906,0.9976484179496765
913,0.8958997130393982
916,0.17845481634140015
917,0.9467485547065735
920,0.5800736546516418
933,0.39498651027679443
934,0.6055216789245605
935,0.26763543486595154
936,0.1033100038766861
938,0.08313434571027756
939,0.06059012562036514
955,0.12088587880134583
961,0.04382100701332092
962,0.11307442933320999
963,0.07189849764108658
968,0.13263669610023499
974,0.04559411481022835
983,0.08115790039300919
986,0.04925723746418953
987,0.06872279942035675
988,0.21601343154907227
1000,0.09548530727624893
1004,0.9988768696784973
1007,0.8565130233764648
1008,0.9115728735923767
1011,0.9928088188171387
1013,0.9671438336372375
1014,0.9985880255699158
1019,0.043502505868673325
1026,0.12692278623580933
1031,0.68803471326828
1035,0.9922477006912231
1037,0.35807985067367554
1040,0.5847448110580444
1043,0.08218349516391754
1048,0.27591821551322937
1050,0.3605217933654785
